,EntityID,Age,Gender,Primary Language,Race,Ethnicity,Veteran Status
16152,22662,24.0,Female,English,White,Non-Hispanic or Latino,
16153,22663,63.0,Female,English,White,Client Refused,No
16154,22664,51.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16155,22665,31.0,Male,English,Data Not Collected,Client Refused,
16156,22666,42.0,Male,English,White,Non-Hispanic or Latino,
16157,22667,34.0,Male,English,Data Not Collected,Client Refused,No
16158,22668,15.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16159,22669,34.0,Male,English,White,Data Not Collected,No
16160,22670,34.0,Male,English,Data Not Collected,Client Refused,
16161,22671,32.0,Male,English,White,Non-Hispanic or Latino,No
16162,22672,10.0,Female,English,White,Non-Hispanic or Latino,
16163,22673,15.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16164,22674,58.0,Female,English,White,Non-Hispanic or Latino,No
16165,22675,29.0,Male,English,Data Not Collected,Client Refused,No
16166,22676,15.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16167,22677,18.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16168,22678,34.0,Female,English,White,Non-Hispanic or Latino,No
16169,22679,15.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16170,22680,49.0,Female,English,Data Not Collected,Client Refused,
16171,22681,25.0,Male,English,White,Non-Hispanic or Latino,Data Not Collected
16172,22682,34.0,Male,English,White,Non-Hispanic or Latino,No
16173,22683,44.0,Female,English,Data Not Collected,Client Refused,
16174,22684,45.0,Male,English,Data Not Collected,Client Refused,
16175,22685,18.0,Female,English,Data Not Collected,Client Refused,
16176,22686,30.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16177,22687,49.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16178,22688,40.0,Male,English,White,Non-Hispanic or Latino,
16179,22689,18.0,Male,English,Multi-Racial,Non-Hispanic or Latino,
16180,22690,79.0,Female,English,White,Non-Hispanic or Latino,No
16181,22691,22.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16182,22693,81.0,Male,English,White,Non-Hispanic or Latino,
16183,22694,30.0,Male,English,Data Not Collected,Client Refused,
16184,22695,28.0,Female,English,White,Non-Hispanic or Latino,No
16185,22696,27.0,Male,English,Data Not Collected,Client Refused,Data Not Collected
16186,22697,84.0,Male,English,Data Not Collected,Non-Hispanic or Latino,Data Not Collected
16187,22698,34.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16188,22699,21.0,Female,English,White,Non-Hispanic or Latino,
16189,22700,16.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16190,22701,68.0,Female,English,White,Non-Hispanic or Latino,
16191,22702,39.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16192,22703,12.0,Male,English,White,Non-Hispanic or Latino,
16193,22704,42.0,Male,English,White,Client Refused,
16194,22705,36.0,Female,English,White,Non-Hispanic or Latino,
16195,22706,72.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16196,22707,44.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16197,22708,26.0,Male,English,White,Non-Hispanic or Latino,No
16198,22709,40.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16199,22710,28.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16200,22711,41.0,Male,English,Data Not Collected,Client Refused,
16201,22712,32.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16202,22713,64.0,Male,English,White,Non-Hispanic or Latino,No
16203,22714,97.0,Female,English,Data Not Collected,Non-Hispanic or Latino,No
16204,22715,26.0,Female,English,Data Not Collected,Client Refused,No
16205,22716,20.0,Female,English,White,Non-Hispanic or Latino,Data Not Collected
16206,22717,60.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16207,22718,35.0,Male,English,White,Non-Hispanic or Latino,No
16208,22720,64.0,Male,English,Data Not Collected,Client Refused,
16209,22721,32.0,Male,English,Data Not Collected,Client Refused,
16210,22722,41.0,Male,English,Data Not Collected,Client Refused,
16211,22723,24.0,Female,English,White,Client Refused,
16212,22724,61.0,Male,English,Data Not Collected,Non-Hispanic or Latino,Yes
16213,22725,10.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16214,22726,40.0,Female,English,White,Non-Hispanic or Latino,
16215,22727,10.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16216,22728,21.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16217,22729,52.0,Female,English,Data Not Collected,Non-Hispanic or Latino,No
16218,22730,6.0,Female,English,Data Not Collected,Client Refused,
16219,22731,38.0,Female,English,White,Non-Hispanic or Latino,No
16220,22732,16.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16221,22733,41.0,Female,English,Data Not Collected,Client Refused,
16222,22734,19.0,Male,English,Data Not Collected,Client Refused,
16223,22736,19.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16224,22737,68.0,Female,English,White,Non-Hispanic or Latino,No
16225,22738,31.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16226,22739,100.0,Female,English,White,Non-Hispanic or Latino,No
16227,22740,29.0,Female,English,Data Not Collected,Client Refused,
16228,22741,37.0,Female,English,White,Non-Hispanic or Latino,No
16229,22742,49.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16230,22743,23.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16231,22744,30.0,Male,English,Data Not Collected,Non-Hispanic or Latino,Data Not Collected
16232,22745,10.0,Male,English,Data Not Collected,Client Refused,
16233,22746,10.0,Female,English,White,Non-Hispanic or Latino,
16234,22747,25.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16235,22748,31.0,Male,English,Data Not Collected,Client Refused,Data Not Collected
16236,22749,9.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16237,22750,70.0,Male,English,Data Not Collected,Client Refused,
16238,22751,36.0,Female,English,White,Non-Hispanic or Latino,No
16239,22752,33.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16240,22753,44.0,Male,English,Data Not Collected,Client Refused,No
16241,22754,22.0,Male,English,White,Non-Hispanic or Latino,No
16242,22755,32.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16243,22756,23.0,Female,English,Data Not Collected,Client Refused,
16244,22757,40.0,Male,English,White,Non-Hispanic or Latino,No
16245,22759,23.0,Male,English,Data Not Collected,Client Refused,
16246,22760,18.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16247,22761,30.0,Female,English,Data Not Collected,Client Refused,
16248,22762,31.0,Male,English,Data Not Collected,Client Refused,
16249,22763,59.0,Female,English,White,Client Refused,
16250,22764,42.0,Female,English,Data Not Collected,Client Refused,
16251,22765,34.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16252,22766,39.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16253,22767,56.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16254,22768,20.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16255,22769,36.0,Female,English,White,Non-Hispanic or Latino,
16256,22771,78.0,Male,English,Data Not Collected,Client Refused,
16257,22772,62.0,Female,English,White,Non-Hispanic or Latino,No
16258,22773,35.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16259,22774,31.0,Male,English,Data Not Collected,Client Refused,
16260,22775,25.0,Male,English,Data Not Collected,Client Refused,
16261,22776,14.0,Male,English,Data Not Collected,Client Refused,
16262,22777,7.0,Male,English,Data Not Collected,Client Refused,
16263,22778,43.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16264,22779,56.0,Male,English,Data Not Collected,Client Refused,
16265,22780,31.0,Male,English,White,Non-Hispanic or Latino,Data Not Collected
16266,22781,35.0,Female,English,White,Non-Hispanic or Latino,No
16267,22782,49.0,Female,English,White,Non-Hispanic or Latino,No
16268,22783,27.0,Female,English,White,Non-Hispanic or Latino,No
16269,22784,19.0,Female,English,Data Not Collected,Client Refused,
16270,22785,73.0,Female,English,White,Non-Hispanic or Latino,No
16271,22786,35.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16272,22787,48.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16273,22788,39.0,Male,English,Data Not Collected,Client Refused,
16274,22789,40.0,Male,English,White,Non-Hispanic or Latino,No
16275,22790,52.0,Female,English,White,Non-Hispanic or Latino,No
16276,22791,42.0,Male,English,White,Client Refused,
16277,22792,52.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16278,22793,14.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16279,22794,46.0,Female,English,Data Not Collected,Non-Hispanic or Latino,No
16280,22795,74.0,Female,English,White,Non-Hispanic or Latino,Data Not Collected
16281,22796,35.0,Female,English,Data Not Collected,Client Refused,
16282,22797,48.0,Male,English,Data Not Collected,Non-Hispanic or Latino,No
16283,22798,60.0,Male,English,Data Not Collected,Client Refused,
16284,22799,53.0,Female,English,White,Non-Hispanic or Latino,No
16285,22800,55.0,Female,English,American Indian or Alaska Native,Non-Hispanic or Latino,No
16286,22801,40.0,Female,English,Data Not Collected,Non-Hispanic or Latino,No
16287,22802,86.0,Male,English,White,Non-Hispanic or Latino,Yes
16288,22803,41.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16289,22804,90.0,Female,English,White,Non-Hispanic or Latino,
16290,22805,33.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16291,22806,33.0,Female,English,Data Not Collected,Client Refused,Client refused
16292,22807,11.0,Male,English,White,Hispanic or Latino,
16293,22808,72.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16294,22809,30.0,Female,English,Data Not Collected,Client Refused,
16295,22810,9.0,Female,English,White,Non-Hispanic or Latino,
16296,22811,24.0,Male,English,White,Non-Hispanic or Latino,Data Not Collected
16297,22812,56.0,Male,English,Data Not Collected,Non-Hispanic or Latino,Client refused
16298,22813,10.0,Female,English,White,Non-Hispanic or Latino,
16299,22814,19.0,Male,English,Data Not Collected,Client Refused,
16300,22815,13.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16301,22816,53.0,Female,English,White,Non-Hispanic or Latino,No
16302,22817,27.0,Male,English,Data Not Collected,Client Refused,
16303,22818,12.0,Male,English,Data Not Collected,Client Refused,
16304,22819,54.0,Male,English,White,Non-Hispanic or Latino,Yes
16305,22820,32.0,Female,English,Data Not Collected,Client Refused,
16306,22821,41.0,Female,English,Data Not Collected,Client Refused,
16307,22822,14.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16308,22823,10.0,Female,English,White,Non-Hispanic or Latino,
16309,22824,32.0,Female,English,White,Non-Hispanic or Latino,No
16310,22825,22.0,Female,English,White,Hispanic or Latino,No
16311,22826,43.0,Female,English,White,Non-Hispanic or Latino,
16312,22827,22.0,Male,English,Data Not Collected,Client Refused,
16313,22828,42.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16314,22829,14.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16315,22830,14.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16316,22831,20.0,Female,English,White,Non-Hispanic or Latino,No
16317,22832,34.0,Male,English,White,Non-Hispanic or Latino,Yes
16318,22833,19.0,Male,English,White,Non-Hispanic or Latino,
16319,22834,22.0,Male,English,White,Non-Hispanic or Latino,
16320,22835,38.0,Female,English,White,Non-Hispanic or Latino,No
16321,22836,51.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16322,22837,59.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16323,22838,9.0,Male,English,White,Non-Hispanic or Latino,
16324,22839,34.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16325,22840,42.0,Male,English,White,Non-Hispanic or Latino,No
16326,22841,10.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16327,22842,25.0,Male,English,American Indian or Alaska Native,Non-Hispanic or Latino,
16328,22843,33.0,Male,English,Data Not Collected,Client Refused,
16329,22844,12.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16330,22845,22.0,Male,English,Data Not Collected,Non-Hispanic or Latino,Client refused
16331,22846,16.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16332,22847,47.0,Female,English,Data Not Collected,Client Refused,
16333,22848,75.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16334,22849,42.0,Male,English,Data Not Collected,Client Refused,Client refused
16335,22850,39.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16336,22851,51.0,Female,English,White,Hispanic or Latino,No
16337,22852,26.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16338,22853,23.0,Female,English,White,Non-Hispanic or Latino,
16339,22854,49.0,Male,English,White,Non-Hispanic or Latino,No
16340,22855,34.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16341,22856,37.0,Female,English,White,Non-Hispanic or Latino,
16342,22857,67.0,Male,English,Data Not Collected,Client Refused,
16343,22858,8.0,Male,English,White,Non-Hispanic or Latino,
16344,22859,27.0,Male,English,White,Non-Hispanic or Latino,Data Not Collected
16345,22860,38.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16346,22862,36.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16347,22863,17.0,Female,English,Data Not Collected,Client Refused,
16348,22864,26.0,Female,English,Data Not Collected,Client Refused,No
16349,22865,84.0,Female,English,White,Client Refused,
16350,22866,49.0,Male,English,White,Non-Hispanic or Latino,No
16351,22867,28.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16352,22868,60.0,Male,English,White,Non-Hispanic or Latino,
16353,22869,49.0,Female,English,White,Non-Hispanic or Latino,No
16354,22870,10.0,Female,English,White,Non-Hispanic or Latino,
16355,22872,21.0,Female,English,White,Non-Hispanic or Latino,
16356,22873,45.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16357,22874,28.0,Female,English,White,Non-Hispanic or Latino,No
16358,22875,33.0,Female,English,Data Not Collected,Client Refused,
16359,22876,29.0,Female,English,American Indian or Alaska Native,Non-Hispanic or Latino,No
16360,22877,63.0,Female,English,White,Non-Hispanic or Latino,No
16361,22878,63.0,Male,English,White,Non-Hispanic or Latino,No
16362,22879,44.0,Female,English,Data Not Collected,Client Refused,Data Not Collected
16363,22880,24.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16364,22881,73.0,Male,English,White,Non-Hispanic or Latino,Yes
16365,22882,52.0,Male,English,White,Non-Hispanic or Latino,No
16366,22883,40.0,Female,English,White,Non-Hispanic or Latino,No
16367,22884,15.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16368,22885,15.0,Female,English,Data Not Collected,Client Refused,
16369,22886,62.0,Female,English,White,Client Refused,
16370,22887,21.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16371,22888,43.0,Male,English,Data Not Collected,Non-Hispanic or Latino,No
16372,22889,39.0,Female,English,White,Non-Hispanic or Latino,No
16373,22890,38.0,Male,English,Data Not Collected,Client Refused,No
16374,22892,29.0,Female,English,White,Non-Hispanic or Latino,No
16375,22893,38.0,Female,English,White,Hispanic or Latino,No
16376,22895,97.0,Female,English,White,Non-Hispanic or Latino,
16377,22896,24.0,Male,English,American Indian or Alaska Native,Non-Hispanic or Latino,
16378,22897,79.0,Female,English,White,Non-Hispanic or Latino,No
16379,22898,61.0,Female,English,White,Non-Hispanic or Latino,No
16380,22899,57.0,Female,English,Data Not Collected,Client Refused,
16381,22900,64.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16382,22901,40.0,Male,English,Data Not Collected,Client Refused,
16383,22902,50.0,Male,English,White,Client Refused,No
16384,22903,35.0,Male,English,White,Non-Hispanic or Latino,No
16385,22904,30.0,Male,English,White,Non-Hispanic or Latino,No
16386,22905,9.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16387,22906,46.0,Female,English,White,Non-Hispanic or Latino,No
16388,22908,44.0,Male,English,White,Non-Hispanic or Latino,
16389,22909,84.0,Female,English,Data Not Collected,Client Refused,No
16390,22910,38.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16391,22911,31.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16392,22912,57.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16393,22913,43.0,Male,English,White,Non-Hispanic or Latino,No
16394,22914,38.0,Female,English,American Indian or Alaska Native,Non-Hispanic or Latino,
16395,22915,59.0,Male,English,Data Not Collected,Client Refused,
16396,22916,45.0,Male,English,Data Not Collected,Client Refused,
16397,22917,10.0,Male,English,Data Not Collected,Client Refused,
16398,22918,28.0,Male,English,Data Not Collected,Client Refused,
16399,22919,32.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16400,22920,24.0,Female,English,White,Non-Hispanic or Latino,No
16401,22921,50.0,Female,English,White,Non-Hispanic or Latino,Data Not Collected
16402,22922,17.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16403,22923,18.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16404,22924,49.0,Female,English,White,Non-Hispanic or Latino,No
16405,22925,58.0,Male,English,White,Non-Hispanic or Latino,No
16406,22926,34.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16407,22927,25.0,Male,English,White,Client Refused,No
16408,22928,24.0,Male,English,Data Not Collected,Client Refused,
16409,22929,59.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16410,22930,65.0,Female,English,White,Non-Hispanic or Latino,
16411,22931,67.0,Male,English,White,Non-Hispanic or Latino,No
16412,22932,47.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16413,22933,48.0,Female,English,White,Non-Hispanic or Latino,No
16414,22934,58.0,Female,English,White,Non-Hispanic or Latino,No
16415,22935,37.0,Female,English,White,Non-Hispanic or Latino,
16416,22936,53.0,Female,English,White,Non-Hispanic or Latino,No
16417,22937,47.0,Female,English,Data Not Collected,Non-Hispanic or Latino,No
16418,22938,9.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16419,22939,73.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16420,22940,8.0,Female,English,Data Not Collected,Client Refused,
16421,22941,16.0,Male,English,White,Non-Hispanic or Latino,
16422,22942,13.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16423,22943,42.0,Female,English,White,Non-Hispanic or Latino,No
16424,22944,58.0,Female,English,Data Not Collected,Client Refused,Data Not Collected
16425,22945,39.0,Male,English,White,Non-Hispanic or Latino,No
16426,22946,47.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16427,22947,25.0,Male,English,Data Not Collected,Non-Hispanic or Latino,No
16428,22948,47.0,Male,English,Data Not Collected,Client Refused,
16429,22949,17.0,Female,English,White,Non-Hispanic or Latino,
16430,22950,14.0,Female,English,Data Not Collected,Client Refused,
16431,22951,17.0,Male,English,White,Non-Hispanic or Latino,
16432,22952,68.0,Female,English,Data Not Collected,Client Refused,No
16433,22953,30.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16434,22954,19.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16435,22955,44.0,Female,English,White,Non-Hispanic or Latino,
16436,22956,59.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16437,22957,13.0,Female,English,Data Not Collected,Client Refused,
16438,22958,40.0,Male,English,Data Not Collected,Client Refused,
16439,22959,13.0,Male,English,White,Non-Hispanic or Latino,
16440,22960,36.0,Female,English,Data Not Collected,Non-Hispanic or Latino,Data Not Collected
16441,22961,67.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16442,22962,67.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16443,22963,76.0,Female,English,White,Non-Hispanic or Latino,No
16444,22964,11.0,Male,English,White,Non-Hispanic or Latino,
16445,22966,52.0,Female,English,Data Not Collected,Client Refused,
16446,22967,29.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16447,22968,17.0,Male,English,Data Not Collected,Client Refused,
16448,22969,10.0,Male,English,American Indian or Alaska Native,Non-Hispanic or Latino,
16449,22970,10.0,Male,English,American Indian or Alaska Native,Non-Hispanic or Latino,
16450,22971,46.0,Male,English,White,Non-Hispanic or Latino,
16451,22972,42.0,Male,English,White,Non-Hispanic or Latino,No
16452,22973,55.0,Male,English,Data Not Collected,Client Refused,
16453,22974,29.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16454,22975,18.0,Male,English,White,Non-Hispanic or Latino,
16455,22976,34.0,Female,English,American Indian or Alaska Native,Non-Hispanic or Latino,
16456,22977,40.0,Male,English,Data Not Collected,Non-Hispanic or Latino,No
16457,22978,23.0,Female,English,White,Non-Hispanic or Latino,
16458,22979,54.0,Male,English,White,Non-Hispanic or Latino,No
16459,22980,7.0,Female,English,White,Non-Hispanic or Latino,
16460,22981,38.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16461,22982,11.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16462,22983,76.0,Male,English,White,Non-Hispanic or Latino,No
16463,22984,53.0,Male,English,White,Non-Hispanic or Latino,No
16464,22985,15.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16465,22986,16.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16466,22987,29.0,Female,English,Data Not Collected,Client Refused,No
16467,22988,30.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16468,22989,19.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16469,22990,42.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16470,22991,34.0,Male,English,Data Not Collected,Client Refused,
16471,22992,9.0,Male,English,White,Non-Hispanic or Latino,
16472,22993,33.0,Male,English,White,Non-Hispanic or Latino,No
16473,22994,15.0,Male,English,Data Not Collected,Client Refused,
16474,22995,86.0,Female,English,White,Non-Hispanic or Latino,
16475,22996,17.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16476,22997,47.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16477,22998,41.0,Female,English,White,Non-Hispanic or Latino,No
16478,22999,29.0,Female,English,Data Not Collected,Client Refused,
16479,23000,59.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16480,23001,53.0,Male,English,White,Non-Hispanic or Latino,No
16481,23002,34.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16482,23003,48.0,Male,English,White,Non-Hispanic or Latino,Data Not Collected
16483,23004,23.0,Male,English,Data Not Collected,Client Refused,
16484,23005,41.0,Female,English,Data Not Collected,Client Refused,
16485,23006,36.0,Female,English,White,Non-Hispanic or Latino,No
16486,23007,36.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16487,23009,12.0,Female,English,White,Hispanic or Latino,
16488,23010,61.0,Female,English,White,Non-Hispanic or Latino,No
16489,23011,60.0,Male,English,White,Non-Hispanic or Latino,No
16490,23012,58.0,Male,English,White,Non-Hispanic or Latino,Yes
16491,23013,20.0,Male,English,White,Non-Hispanic or Latino,
16492,23014,17.0,Male,English,Data Not Collected,Client Refused,
16493,23015,11.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16494,23016,39.0,Male,English,White,Non-Hispanic or Latino,
16495,23017,32.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16496,23018,25.0,Female,English,American Indian or Alaska Native,Non-Hispanic or Latino,Data Not Collected
16497,23019,70.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16498,23020,69.0,Female,English,White,Non-Hispanic or Latino,No
16499,23021,42.0,Female,English,Data Not Collected,Non-Hispanic or Latino,No
16500,23022,42.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16501,23023,62.0,Male,English,Data Not Collected,Client Refused,
16502,23024,11.0,Male,English,American Indian or Alaska Native,Non-Hispanic or Latino,
16503,23025,35.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16504,23026,57.0,Female,English,White,Non-Hispanic or Latino,Data Not Collected
16505,23027,31.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16506,23028,33.0,Female,English,White,Non-Hispanic or Latino,
16507,23029,67.0,Female,English,Data Not Collected,Client Refused,
16508,23030,24.0,Female,English,Data Not Collected,Client Refused,
16509,23031,31.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16510,23032,37.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16511,23033,19.0,Female,English,Data Not Collected,Client Refused,
16512,23034,22.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16513,23035,34.0,Female,English,Data Not Collected,Client Refused,
16514,23036,22.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16515,23037,48.0,Female,English,Data Not Collected,Non-Hispanic or Latino,No
16516,23038,22.0,Female,English,White,Non-Hispanic or Latino,
16517,23039,10.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16518,23040,21.0,Male,English,White,Non-Hispanic or Latino,
16519,23041,41.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16520,23042,16.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16521,23043,25.0,Male,English,Data Not Collected,Non-Hispanic or Latino,No
16522,23044,57.0,Female,English,Data Not Collected,Client Refused,No
16523,23045,29.0,Male,English,Data Not Collected,Client Refused,No
16524,23046,15.0,Female,English,White,Non-Hispanic or Latino,
16525,23047,36.0,Female,English,White,Non-Hispanic or Latino,No
16526,23048,19.0,Male,English,White,Non-Hispanic or Latino,
16527,23049,10.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16528,23050,70.0,Male,English,White,Non-Hispanic or Latino,Yes
16529,23051,41.0,Male,English,Data Not Collected,Client Refused,
16530,23052,64.0,Male,English,White,Non-Hispanic or Latino,
16531,23053,82.0,Female,English,White,Non-Hispanic or Latino,No
16532,23054,20.0,Female,English,White,Non-Hispanic or Latino,
16533,23055,13.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16534,23056,56.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16535,23057,14.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16536,23058,71.0,Female,English,Data Not Collected,Client Refused,
16537,23060,38.0,Male,English,Data Not Collected,Non-Hispanic or Latino,No
16538,23061,21.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16539,23062,38.0,Male,English,Data Not Collected,Client Refused,Yes
16540,23063,31.0,Male,English,Data Not Collected,Client Refused,
16541,23064,43.0,Female,English,White,Non-Hispanic or Latino,No
16542,23065,19.0,Male,English,Data Not Collected,Client Refused,
16543,23066,39.0,Female,English,White,Non-Hispanic or Latino,No
16544,23067,33.0,Female,English,White,Non-Hispanic or Latino,Client refused
16545,23068,42.0,Female,English,White,Non-Hispanic or Latino,No
16546,23069,37.0,Female,English,White,Non-Hispanic or Latino,No
16547,23070,70.0,Female,English,White,Non-Hispanic or Latino,No
16548,23071,46.0,Female,English,Data Not Collected,Client Refused,No
16549,23072,28.0,Female,English,White,Non-Hispanic or Latino,No
16550,23073,49.0,Female,English,White,Non-Hispanic or Latino,
16551,23074,62.0,Male,English,Data Not Collected,Non-Hispanic or Latino,Data Not Collected
16552,23075,17.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16553,23076,62.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16554,23077,47.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16555,23078,36.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16556,23079,60.0,Male,English,White,Non-Hispanic or Latino,No
16557,23080,31.0,Male,English,Data Not Collected,Non-Hispanic or Latino,
16558,23081,71.0,Female,English,Data Not Collected,Non-Hispanic or Latino,
16559,23082,31.0,Male,English,Data Not Collected,Client Refused,
16560,23083,51.0,Male,English,White,Non-Hispanic or Latino,No
16561,23084,28.0,Male,English,Data Not Collected,Non-Hispanic or Latino,Data Not Collected
16562,23085,17.0,Male,English,White,Non-Hispanic or Latino,
16563,23086,24.0,Female,English,Data Not Collected,Client Refused,
16564,23087,57.0,Female,English,American Indian or Alaska Native,Non-Hispanic or Latino,
16565,23088,32.0,Male,English,Data Not Collected,Client Refused,
16566,23089,34.0,Female,English,White,Non-Hispanic or Latino,
