FamilyID,EntityID,DateAdded,DateRemoved,Relation to HoH
6037,13512,2011-09-21 10:39:28.840,9999-12-31 00:00:00.000,Child
6073,6614,2013-09-30 00:00:00.000,9999-12-31 00:00:00.000,Spouse
6102,7864,2011-10-18 00:00:00.000,9999-12-31 00:00:00.000,Child
6106,9387,2013-12-04 11:40:53.193,9999-12-31 00:00:00.000,Spouse
6109,28841,2012-10-05 13:52:45.280,9999-12-31 00:00:00.000,Child
6133,18170,2011-09-15 13:51:40.437,9999-12-31 00:00:00.000,Spouse
6136,24377,2012-08-22 10:32:12.683,9999-12-31 00:00:00.000,Spouse
6140,19620,2013-06-21 08:36:35.773,9999-12-31 00:00:00.000,Child
6158,12905,2011-10-12 00:00:00.000,9999-12-31 00:00:00.000,Spouse
6173,16643,2014-12-09 00:00:00.000,2015-10-05 00:00:00.000,Other Non-Relative
6181,12035,2013-08-05 00:00:00.000,9999-12-31 00:00:00.000,Child
6182,19901,2013-08-05 11:08:29.677,9999-12-31 00:00:00.000,Child
6250,21833,2013-08-01 00:00:00.000,2015-05-25 00:00:00.000,Other Non-Relative
6276,17939,2014-07-15 09:29:37.877,9999-12-31 00:00:00.000,Child
6304,5961,2013-06-14 00:00:00.000,9999-12-31 00:00:00.000,Child
6304,25251,2013-06-14 00:00:00.000,9999-12-31 00:00:00.000,Spouse
6306,22880,2011-09-13 13:09:06.733,9999-12-31 00:00:00.000,Other Non-Relative
6339,22019,2013-07-16 09:49:56.330,9999-12-31 00:00:00.000,Other Non-Relative
6340,20520,2013-08-08 09:50:24.643,9999-12-31 00:00:00.000,Child
6368,6372,2014-09-08 08:38:17.883,9999-12-31 00:00:00.000,Other Relative
6371,22534,2013-09-17 08:45:20.940,9999-12-31 00:00:00.000,Grandchild
6373,23827,2014-03-13 13:11:37.757,9999-12-31 00:00:00.000,Spouse
6386,17497,2014-08-11 00:00:00.000,2016-06-09 00:00:00.000,Child
6501,8558,2012-01-25 00:00:00.000,9999-12-31 00:00:00.000,Child
6522,21242,2013-09-16 00:00:00.000,9999-12-31 00:00:00.000,Spouse
6565,12109,2011-09-27 10:27:05.950,9999-12-31 00:00:00.000,Child
6568,24881,2012-12-03 00:00:00.000,2015-01-14 00:00:00.000,Child
6573,22493,2013-06-24 08:07:51.597,9999-12-31 00:00:00.000,Child
6586,22738,2012-11-14 17:00:51.723,9999-12-31 00:00:00.000,Child
6587,17092,2012-11-28 08:19:34.637,9999-12-31 00:00:00.000,Child
6587,17397,2012-11-28 08:19:49.067,9999-12-31 00:00:00.000,Child
6610,18951,2012-10-17 08:37:14.050,9999-12-31 00:00:00.000,Child
6617,17734,2012-12-27 11:25:49.203,9999-12-31 00:00:00.000,Step-Child
6695,11294,2013-03-27 13:05:46.147,9999-12-31 00:00:00.000,Child
6697,13668,2012-07-05 00:00:00.000,9999-12-31 00:00:00.000,Child
6700,28368,2011-10-12 00:00:00.000,2017-03-07 00:00:00.000,Child
6746,30465,2011-12-21 11:23:20.030,2015-02-07 00:00:00.000,Other Non-Relative
6754,7105,2012-12-05 08:47:13.333,9999-12-31 00:00:00.000,Child
6799,25862,2014-05-27 10:30:13.887,9999-12-31 00:00:00.000,Child
6818,18304,2013-10-24 09:19:44.310,9999-12-31 00:00:00.000,Child
6824,18644,2012-10-31 10:08:56.980,9999-12-31 00:00:00.000,Spouse
6826,8919,2014-08-25 00:00:00.000,9999-12-31 00:00:00.000,Child
6832,8112,2013-07-11 09:13:23.103,9999-12-31 00:00:00.000,Child
6838,8170,2014-11-12 00:00:00.000,9999-12-31 00:00:00.000,Spouse
6861,13929,2013-04-03 13:53:36.847,9999-12-31 00:00:00.000,Child
6869,14489,2014-01-24 00:00:00.000,9999-12-31 00:00:00.000,Self
6910,26516,2014-09-23 08:06:35.583,9999-12-31 00:00:00.000,Spouse
6911,14594,2011-10-26 00:00:00.000,9999-12-31 00:00:00.000,Child
6934,26099,2012-07-18 11:11:31.893,9999-12-31 00:00:00.000,Child
6954,7870,2011-11-16 08:10:10.670,9999-12-31 00:00:00.000,Grandchild
6954,27292,2011-11-16 00:00:00.000,9999-12-31 00:00:00.000,Other Non-Relative
6966,15332,2012-09-05 08:57:12.220,9999-12-31 00:00:00.000,Child
6982,23751,2011-09-27 14:57:06.170,9999-12-31 00:00:00.000,Child
6994,19748,2011-12-27 09:48:27.733,9999-12-31 00:00:00.000,Child
7030,15263,2011-09-15 15:03:35.090,9999-12-31 00:00:00.000,Spouse
7037,20614,2013-06-20 00:00:00.000,2015-11-24 00:00:00.000,Child
7064,8019,2014-07-01 00:00:00.000,2016-04-11 00:00:00.000,Child
7099,7932,2014-07-24 00:00:00.000,9999-12-31 00:00:00.000,Child
7115,16831,2012-07-03 00:00:00.000,9999-12-31 00:00:00.000,Other Non-Relative
7118,7784,2012-03-07 11:41:07.813,9999-12-31 00:00:00.000,Child
7130,11491,2014-09-08 09:36:41.587,9999-12-31 00:00:00.000,Other Non-Relative
7139,16597,2012-03-23 13:13:53.400,9999-12-31 00:00:00.000,Child
7150,9374,2014-09-09 00:00:00.000,2018-11-28 00:00:00.000,Other Relative
7174,24509,2012-03-08 00:00:00.000,9999-12-31 00:00:00.000,Spouse
7175,26583,2012-07-25 14:51:31.930,9999-12-31 00:00:00.000,Child
7188,10698,2014-06-30 00:00:00.000,9999-12-31 00:00:00.000,Child
7189,5956,2012-06-26 00:00:00.000,9999-12-31 00:00:00.000,Other Non-Relative
7190,7738,2013-08-26 10:42:25.633,9999-12-31 00:00:00.000,Child
7217,25747,2011-10-13 13:18:38.043,9999-12-31 00:00:00.000,Spouse
7230,29128,2012-06-13 11:09:25.160,9999-12-31 00:00:00.000,Spouse
7244,8742,2012-02-08 11:14:05.500,9999-12-31 00:00:00.000,Other Relative
7261,16217,2013-06-05 07:45:58.980,9999-12-31 00:00:00.000,Child
7267,20923,2011-09-26 10:16:59.090,9999-12-31 00:00:00.000,Child
7280,25359,2014-12-14 00:00:00.000,9999-12-31 00:00:00.000,Spouse
7335,23573,2013-12-02 09:08:22.203,9999-12-31 00:00:00.000,Other Relative
7461,8621,2012-08-01 10:59:51.130,9999-12-31 00:00:00.000,Child
7467,24056,2013-07-30 09:16:40.397,9999-12-31 00:00:00.000,Child
7492,13817,2014-08-15 00:00:00.000,9999-12-31 00:00:00.000,Child
7498,23463,2013-07-18 09:06:25.947,9999-12-31 00:00:00.000,Spouse
7509,8390,2012-07-31 12:09:46.963,9999-12-31 00:00:00.000,Child
7526,24798,2011-12-27 07:38:45.123,9999-12-31 00:00:00.000,Spouse
7528,26757,2014-02-10 00:00:00.000,9999-12-31 00:00:00.000,Spouse
7556,20920,2012-11-21 11:15:37.077,9999-12-31 00:00:00.000,Spouse
7559,25273,2011-12-29 17:48:44.263,9999-12-31 00:00:00.000,Spouse
7629,18237,2014-08-25 13:06:21.970,9999-12-31 00:00:00.000,Other Relative
5208,29225,2013-04-30 10:14:22.660,9999-12-31 00:00:00.000,Spouse
5215,13586,2013-06-12 10:19:22.713,9999-12-31 00:00:00.000,Child
5215,24623,2013-04-23 08:47:10.277,9999-12-31 00:00:00.000,Child
5218,15711,2011-09-27 10:47:22.060,9999-12-31 00:00:00.000,Child
5232,30250,2012-02-01 10:59:09.483,9999-12-31 00:00:00.000,Other Relative
5251,6298,2011-09-26 00:00:00.000,9999-12-31 00:00:00.000,Child
5286,17973,2012-01-11 09:14:12.140,9999-12-31 00:00:00.000,Child
5292,18813,2012-07-09 00:00:00.000,2013-10-08 00:00:00.000,Child
5295,11087,2011-09-26 00:00:00.000,2019-04-24 00:00:00.000,Child
5295,14407,2011-09-26 14:08:52.280,9999-12-31 00:00:00.000,Spouse
5295,24842,2011-09-26 14:08:52.280,9999-12-31 00:00:00.000,Child
5334,23831,2013-04-18 08:32:38.090,9999-12-31 00:00:00.000,Child
5354,27783,2011-11-28 00:00:00.000,9999-12-31 00:00:00.000,Self
5368,26097,2011-12-28 14:40:16.950,9999-12-31 00:00:00.000,Spouse
5389,10346,2011-09-29 00:00:00.000,9999-12-31 00:00:00.000,Other Relative
5416,20201,2012-04-24 13:16:27.167,9999-12-31 00:00:00.000,Spouse
5427,22874,2012-03-01 00:00:00.000,9999-12-31 00:00:00.000,Spouse
5462,22376,2013-02-06 11:56:13.173,9999-12-31 00:00:00.000,Child
5469,9781,2012-07-18 00:00:00.000,9999-12-31 00:00:00.000,Child
5481,19670,2012-09-24 11:57:15.047,9999-12-31 00:00:00.000,Spouse
5497,10794,2011-11-01 08:47:20.263,9999-12-31 00:00:00.000,Child
5596,25060,2011-11-10 12:48:59.090,9999-12-31 00:00:00.000,Spouse
5623,22222,2011-10-19 14:38:12.233,9999-12-31 00:00:00.000,Child
5627,25527,2013-09-03 00:00:00.000,9999-12-31 00:00:00.000,Child
5646,11475,2013-07-16 00:00:00.000,2017-09-22 00:00:00.000,Spouse
5648,10636,2012-05-23 00:00:00.000,2016-07-26 00:00:00.000,Unknown
5683,20375,2014-09-11 09:53:59.613,9999-12-31 00:00:00.000,Child
5693,8948,2013-02-25 00:00:00.000,2018-10-10 00:00:00.000,Spouse
5696,27048,2014-09-03 10:03:54.597,9999-12-31 00:00:00.000,Child
5713,16559,2011-11-09 00:00:00.000,9999-12-31 00:00:00.000,Child
5717,27033,2011-09-20 00:00:00.000,2019-04-03 00:00:00.000,Child
5725,16984,2012-03-08 13:08:28.880,9999-12-31 00:00:00.000,Child
5730,10462,2013-07-08 11:18:54.003,9999-12-31 00:00:00.000,Child
5733,8573,2013-08-27 11:52:00.963,9999-12-31 00:00:00.000,Child
5745,30454,2013-12-10 00:00:00.000,9999-12-31 00:00:00.000,Spouse
5782,11307,2011-09-20 00:00:00.000,2017-07-12 00:00:00.000,Spouse
5792,7947,2012-01-26 14:29:05.310,9999-12-31 00:00:00.000,Child
5795,8918,2013-11-01 14:04:18.613,9999-12-31 00:00:00.000,Child
5800,8331,2011-12-13 00:00:00.000,9999-12-31 00:00:00.000,Child
5842,25841,2012-08-16 00:00:00.000,9999-12-31 00:00:00.000,Child
5843,12543,2012-08-17 12:52:11.090,9999-12-31 00:00:00.000,Child
5848,26132,2011-10-05 00:00:00.000,9999-12-31 00:00:00.000,Child
5880,21455,2013-11-12 00:00:00.000,9999-12-31 00:00:00.000,Spouse
5889,17707,2014-06-16 13:28:50.303,9999-12-31 00:00:00.000,Child
5892,25198,2012-07-31 11:35:09.877,9999-12-31 00:00:00.000,Child
5921,22316,2011-11-08 00:00:00.000,9999-12-31 00:00:00.000,Spouse
5941,7743,2011-10-12 00:00:00.000,2015-03-10 00:00:00.000,Child
5943,16405,2013-06-03 15:23:42.170,9999-12-31 00:00:00.000,Child
5968,30310,2011-10-14 00:00:00.000,9999-12-31 00:00:00.000,Spouse
5998,27557,2014-12-01 00:00:00.000,9999-12-31 00:00:00.000,Spouse
6005,22808,2012-02-23 15:13:29.983,9999-12-31 00:00:00.000,Spouse
6011,27047,2012-09-06 00:00:00.000,2019-07-24 00:00:00.000,Child
6016,17721,2011-09-19 14:33:17.543,9999-12-31 00:00:00.000,Spouse
6024,8763,2011-10-20 14:43:35.450,9999-12-31 00:00:00.000,Child
6071,19877,2013-12-18 02:52:49.573,9999-12-31 00:00:00.000,Child
6077,20232,2012-03-08 12:07:19.600,9999-12-31 00:00:00.000,Child
6115,20209,2012-08-17 00:00:00.000,2019-01-31 00:00:00.000,Child
6118,12681,2012-09-04 10:12:21.397,9999-12-31 00:00:00.000,Grandchild
6161,27301,2011-12-09 00:00:00.000,9999-12-31 00:00:00.000,Child
6175,25836,2011-11-03 08:20:45.827,9999-12-31 00:00:00.000,Child
6237,18490,2011-11-03 10:52:12.013,9999-12-31 00:00:00.000,Spouse
6241,14131,2012-09-27 10:43:35.350,9999-12-31 00:00:00.000,Child
6301,22760,2011-10-11 00:00:00.000,9999-12-31 00:00:00.000,Child
6308,15951,2013-05-03 10:30:06.957,9999-12-31 00:00:00.000,Child
6314,14038,2013-06-18 11:37:38.600,9999-12-31 00:00:00.000,Child
6345,14776,2011-12-28 10:51:30.577,9999-12-31 00:00:00.000,Child
6406,8044,2013-03-12 11:33:08.350,9999-12-31 00:00:00.000,Child
6433,21407,2013-01-24 12:43:31.070,9999-12-31 00:00:00.000,Child
6480,18675,2013-12-23 13:35:57.227,9999-12-31 00:00:00.000,Child
6492,11681,2013-01-07 11:07:31.580,9999-12-31 00:00:00.000,Child
6495,25014,2014-08-21 10:26:57.123,9999-12-31 00:00:00.000,Spouse
6498,20869,2011-11-01 00:00:00.000,9999-12-31 00:00:00.000,Child
6505,16591,2011-10-21 14:13:45.560,9999-12-31 00:00:00.000,Spouse
6519,16153,2011-10-19 00:00:00.000,9999-12-31 00:00:00.000,Child
6565,28188,2011-09-27 10:27:05.950,9999-12-31 00:00:00.000,Spouse
6604,13497,2012-12-03 10:20:11.997,9999-12-31 00:00:00.000,Child
6617,30097,2011-11-15 10:51:57.327,9999-12-31 00:00:00.000,Spouse
6644,18486,2012-08-20 07:53:57.430,9999-12-31 00:00:00.000,Child
6695,30312,2013-03-27 13:03:59.633,9999-12-31 00:00:00.000,Child
6830,19376,2011-11-01 00:00:00.000,9999-12-31 00:00:00.000,Child
6904,17957,2012-01-02 19:55:09.577,9999-12-31 00:00:00.000,Child
6926,25009,2013-02-28 14:43:11.503,9999-12-31 00:00:00.000,Child
6935,19142,2012-01-10 13:45:54.840,9999-12-31 00:00:00.000,Child
6976,27014,2011-11-02 00:00:00.000,2019-06-05 00:00:00.000,Child
7020,10525,2013-07-01 00:00:00.000,2016-10-07 00:00:00.000,Child
7020,16492,2014-11-18 00:00:00.000,2016-10-07 00:00:00.000,Child
7030,7991,2011-09-15 15:03:35.090,9999-12-31 00:00:00.000,Child
7032,19685,2011-12-15 08:16:42.670,9999-12-31 00:00:00.000,Spouse
7033,19416,2011-12-20 00:00:00.000,9999-12-31 00:00:00.000,Spouse
7034,8326,2011-12-27 08:29:11.890,9999-12-31 00:00:00.000,Other Non-Relative
7046,15385,2012-08-17 00:00:00.000,9999-12-31 00:00:00.000,Child
7080,18007,2013-07-29 13:13:18.030,9999-12-31 00:00:00.000,Child
7085,9274,2011-12-12 14:16:00.607,9999-12-31 00:00:00.000,Child
7085,27001,2011-12-12 14:16:00.607,9999-12-31 00:00:00.000,Child
7131,26999,2012-10-09 15:23:16.303,9999-12-31 00:00:00.000,Child
7167,27610,2011-11-03 00:00:00.000,9999-12-31 00:00:00.000,Spouse
7210,15067,2012-03-12 00:00:00.000,2020-10-12 00:00:00.000,Other Relative
7222,16408,2013-04-12 14:36:04.027,9999-12-31 00:00:00.000,Child
7230,19623,2012-06-13 11:13:25.227,9999-12-31 00:00:00.000,Child
7237,14572,2011-10-20 10:47:36.543,9999-12-31 00:00:00.000,Child
7263,26424,2012-03-08 00:00:00.000,9999-12-31 00:00:00.000,Child
7267,24839,2011-09-26 10:16:59.090,9999-12-31 00:00:00.000,Child
7293,20743,2012-03-14 11:54:03.043,9999-12-31 00:00:00.000,Grandchild
7314,23794,2012-08-01 13:01:46.430,9999-12-31 00:00:00.000,Child
7347,13301,2013-02-06 07:32:28.457,9999-12-31 00:00:00.000,Child
7387,6536,2011-12-31 11:35:14.717,9999-12-31 00:00:00.000,Child
7420,19378,2011-11-16 08:07:22.733,9999-12-31 00:00:00.000,Child
7420,25223,2011-11-16 08:07:22.717,9999-12-31 00:00:00.000,Child
7445,31700,2014-02-07 00:00:00.000,2018-02-06 00:00:00.000,Spouse
7461,29461,2012-08-01 11:00:19.880,9999-12-31 00:00:00.000,Child
7510,28933,2012-11-06 00:00:00.000,9999-12-31 00:00:00.000,Child
7535,6122,2011-11-08 11:09:26.873,9999-12-31 00:00:00.000,Child
7568,7756,2013-06-04 11:45:23.877,9999-12-31 00:00:00.000,Child
7568,21982,2013-06-04 11:45:23.877,9999-12-31 00:00:00.000,Spouse
7595,14144,2014-11-22 12:07:49.470,9999-12-31 00:00:00.000,Child
7637,7987,2013-05-10 13:07:20.150,9999-12-31 00:00:00.000,Other Non-Relative
7655,7651,2012-01-26 07:45:27.280,9999-12-31 00:00:00.000,Child
7662,12593,2013-08-06 08:20:26.777,9999-12-31 00:00:00.000,Child
7687,9181,2012-04-27 09:20:58.003,9999-12-31 00:00:00.000,Child
7755,27907,2011-09-28 11:46:50.250,9999-12-31 00:00:00.000,Child
7765,12742,2012-01-05 00:00:00.000,2020-10-12 00:00:00.000,Child
7791,29837,2019-11-05 00:00:00.000,9999-12-31 00:00:00.000,Grandchild
7797,20603,2014-06-26 11:38:48.033,9999-12-31 00:00:00.000,Spouse
7838,26151,2012-09-21 00:00:00.000,9999-12-31 00:00:00.000,Child
7907,6067,2011-10-13 08:30:02.250,9999-12-31 00:00:00.000,Child
7943,6378,2014-12-02 07:38:09.277,9999-12-31 00:00:00.000,Child
7993,21224,2012-10-02 00:00:00.000,2016-04-04 00:00:00.000,Spouse
10556,7286,2013-06-24 09:04:27.943,9999-12-31 00:00:00.000,Spouse
10568,20568,2012-03-14 12:05:31.560,9999-12-31 00:00:00.000,Other Non-Relative
10590,18493,2012-03-15 00:00:00.000,9999-12-31 00:00:00.000,Child
10625,28036,2011-10-28 13:38:29.170,9999-12-31 00:00:00.000,Child
10644,18608,2012-06-11 12:48:22.647,9999-12-31 00:00:00.000,Child
10652,20562,2013-03-29 13:00:43.530,9999-12-31 00:00:00.000,Step-Child
10727,19720,2012-04-27 12:47:58.843,9999-12-31 00:00:00.000,Child
10734,18819,2012-10-25 00:00:00.000,2019-03-12 00:00:00.000,Child
10753,24346,2014-11-23 00:00:00.000,9999-12-31 00:00:00.000,Spouse
10769,13180,2012-06-25 13:26:42.203,9999-12-31 00:00:00.000,Spouse
10798,16229,2014-05-06 13:25:06.483,9999-12-31 00:00:00.000,Child
10827,29700,2012-07-16 00:00:00.000,2016-06-06 00:00:00.000,Child
10870,21180,2014-07-10 10:01:08.977,9999-12-31 00:00:00.000,Child
10882,15546,2012-06-26 00:00:00.000,2018-03-09 00:00:00.000,Other Non-Relative
10886,27492,2011-10-11 00:00:00.000,2015-12-30 00:00:00.000,Other Non-Relative
10911,29505,2014-03-20 00:00:00.000,2015-09-22 00:00:00.000,Spouse
10930,16517,2012-10-08 09:16:03.207,9999-12-31 00:00:00.000,Spouse
10934,16401,2014-12-01 00:00:00.000,9999-12-31 00:00:00.000,Other Non-Relative
10977,28453,2012-12-27 09:22:00.193,9999-12-31 00:00:00.000,Child
10992,21175,2012-01-12 00:00:00.000,2017-06-13 00:00:00.000,Step-Child
11001,22607,2011-10-11 00:00:00.000,9999-12-31 00:00:00.000,Child
11001,25917,2011-10-11 00:00:00.000,9999-12-31 00:00:00.000,Child
11037,11312,2011-12-15 09:22:42.560,9999-12-31 00:00:00.000,Child
11049,14179,2014-07-28 12:07:10.697,9999-12-31 00:00:00.000,Child
11057,21791,2013-01-07 10:24:31.850,9999-12-31 00:00:00.000,Other Non-Relative
11059,15382,2013-06-04 00:00:00.000,9999-12-31 00:00:00.000,Child
11064,16971,2012-01-07 13:11:01.090,9999-12-31 00:00:00.000,Other Relative
11080,13222,2012-06-26 00:00:00.000,2020-01-14 00:00:00.000,Child
11102,7940,2013-04-25 10:24:28.470,9999-12-31 00:00:00.000,Spouse
11131,14428,2013-08-13 14:34:22.347,9999-12-31 00:00:00.000,Spouse
11144,12667,2012-01-10 00:00:00.000,9999-12-31 00:00:00.000,Child
11188,17193,2011-10-04 15:31:47.670,9999-12-31 00:00:00.000,Spouse
11188,24303,2011-10-04 15:31:47.670,9999-12-31 00:00:00.000,Child
11246,24366,2012-03-08 13:20:17.927,9999-12-31 00:00:00.000,Child
11261,9193,2012-01-04 14:58:55.810,9999-12-31 00:00:00.000,Grandchild
11262,12953,2011-12-13 13:58:38.687,9999-12-31 00:00:00.000,Child
11264,21195,2013-03-20 09:42:20.827,9999-12-31 00:00:00.000,Spouse
11292,23076,2012-05-24 08:03:25.633,9999-12-31 00:00:00.000,Other Non-Relative
11294,22329,2011-10-31 00:00:00.000,2015-10-29 00:00:00.000,Child
11317,19179,2012-08-28 08:05:18.430,9999-12-31 00:00:00.000,Child
11337,27070,2011-10-21 11:48:29.543,9999-12-31 00:00:00.000,Child
11360,16690,2013-02-11 00:00:00.000,9999-12-31 00:00:00.000,Child
11384,14762,2013-07-08 00:00:00.000,2019-12-03 00:00:00.000,Spouse
11389,7133,2012-01-06 00:00:00.000,2015-11-22 00:00:00.000,Other Non-Relative
11421,18372,2012-05-06 20:15:09.343,9999-12-31 00:00:00.000,Child
11463,8698,2013-08-13 11:33:23.240,9999-12-31 00:00:00.000,Child
11478,15170,2013-03-29 00:00:00.000,9999-12-31 00:00:00.000,Child
11479,20195,2014-08-20 00:00:00.000,9999-12-31 00:00:00.000,Child
11485,26029,2011-12-12 09:43:15.373,9999-12-31 00:00:00.000,Child
11489,24949,2014-09-03 00:00:00.000,9999-12-31 00:00:00.000,Child
11499,14401,2013-09-23 00:00:00.000,2017-01-10 00:00:00.000,Child
11515,25655,2011-09-26 15:09:29.577,9999-12-31 00:00:00.000,Spouse
11524,24545,2011-12-02 15:05:41.450,9999-12-31 00:00:00.000,Spouse
11529,17218,2013-12-09 11:22:44.640,9999-12-31 00:00:00.000,Spouse
11558,23046,2011-12-16 00:00:00.000,9999-12-31 00:00:00.000,Child
11562,19136,2014-09-08 08:34:38.607,9999-12-31 00:00:00.000,Spouse
11565,13341,2012-07-03 09:36:24.437,9999-12-31 00:00:00.000,Child
11574,23689,2012-10-18 08:39:42.650,9999-12-31 00:00:00.000,Child
11576,14552,2012-01-10 12:12:36.750,9999-12-31 00:00:00.000,Other Non-Relative
11608,17963,2014-12-03 00:00:00.000,2019-10-21 00:00:00.000,Child
11622,11585,2012-07-18 00:00:00.000,2020-12-10 00:00:00.000,Child
11625,27130,2013-08-27 07:47:24.787,9999-12-31 00:00:00.000,Child
11625,30142,2012-01-05 08:03:14.750,9999-12-31 00:00:00.000,Spouse
11626,27451,2012-08-31 00:00:00.000,9999-12-31 00:00:00.000,Child
11632,11455,2012-01-12 13:33:18.217,9999-12-31 00:00:00.000,Child
11669,23266,2013-05-06 08:25:38.253,9999-12-31 00:00:00.000,Child
11692,22654,2011-11-01 00:00:00.000,9999-12-31 00:00:00.000,Child
11698,17872,2012-01-09 06:32:49.357,9999-12-31 00:00:00.000,Child
11698,22092,2012-01-09 06:32:49.357,9999-12-31 00:00:00.000,Spouse
11730,22293,2011-10-04 00:00:00.000,9999-12-31 00:00:00.000,Grandchild
11738,15633,2013-06-20 00:00:00.000,2016-04-28 00:00:00.000,Step-Child
11762,9785,2013-05-06 00:00:00.000,2019-04-05 00:00:00.000,Child
11767,7525,2011-09-14 11:55:44.200,9999-12-31 00:00:00.000,Child
11775,18276,2014-05-08 14:04:01.420,9999-12-31 00:00:00.000,Spouse
11795,11091,2013-05-24 09:19:50.383,9999-12-31 00:00:00.000,Other Non-Relative
11840,17870,2014-11-12 12:28:54.583,9999-12-31 00:00:00.000,Child
11934,14237,2011-10-20 14:11:57.357,9999-12-31 00:00:00.000,Child
11971,16158,2014-03-21 00:00:00.000,9999-12-31 00:00:00.000,Child
11971,18870,2014-03-21 00:00:00.000,9999-12-31 00:00:00.000,Child
11991,10962,2014-09-15 10:54:44.220,9999-12-31 00:00:00.000,Child
11994,15478,2013-02-12 00:00:00.000,2021-08-19 00:00:00.000,Other Relative
12000,29514,2014-09-10 11:11:56.003,9999-12-31 00:00:00.000,Spouse
12019,12190,2014-08-26 00:00:00.000,9999-12-31 00:00:00.000,Child
12039,29306,2011-10-18 14:07:56.310,9999-12-31 00:00:00.000,Child
12040,22266,2012-05-09 08:07:57.283,9999-12-31 00:00:00.000,Child
12061,17818,2012-01-30 00:00:00.000,2016-12-07 00:00:00.000,Unknown
12078,21614,2012-08-29 08:02:46.340,9999-12-31 00:00:00.000,Spouse
12079,28145,2013-02-08 00:00:00.000,9999-12-31 00:00:00.000,Child
12085,6555,2012-03-30 00:00:00.000,2019-03-12 00:00:00.000,Spouse
12086,12232,2013-10-14 00:00:00.000,9999-12-31 00:00:00.000,Child
12090,23699,2011-11-15 00:00:00.000,2017-03-13 00:00:00.000,Child
12134,8209,2012-01-25 13:16:06.217,9999-12-31 00:00:00.000,Child
12140,24229,2014-08-20 00:00:00.000,2017-11-20 00:00:00.000,Child
12157,20850,2012-05-29 00:00:00.000,2020-01-24 00:00:00.000,Other Non-Relative
12172,24011,2011-09-21 00:00:00.000,9999-12-31 00:00:00.000,Child
12218,13254,2013-10-23 10:14:35.313,9999-12-31 00:00:00.000,Child
12219,9774,2013-01-25 00:00:00.000,9999-12-31 00:00:00.000,Child
12232,12480,2011-10-11 14:10:09.373,9999-12-31 00:00:00.000,Child
12245,22893,2013-06-26 00:00:00.000,9999-12-31 00:00:00.000,Spouse
12257,30464,2014-06-20 00:00:00.000,9999-12-31 00:00:00.000,Self
12269,10657,2011-11-10 08:20:01.153,9999-12-31 00:00:00.000,Other Relative
12285,27406,2011-11-22 13:34:36.530,9999-12-31 00:00:00.000,Spouse
12309,14695,2011-10-28 00:00:00.000,2015-12-29 00:00:00.000,Child
12324,27436,2014-11-13 00:00:00.000,9999-12-31 00:00:00.000,Child
12331,18330,2012-11-27 00:00:00.000,2017-08-10 00:00:00.000,Parent
12334,14654,2014-12-18 13:15:17.517,9999-12-31 00:00:00.000,Step-Child
12363,16735,2014-06-30 00:00:00.000,2015-01-27 00:00:00.000,Child
12376,6055,2013-07-11 11:18:56.683,9999-12-31 00:00:00.000,Child
12377,16444,2012-01-20 10:32:39.090,9999-12-31 00:00:00.000,Grandparent
12399,16352,2011-10-10 00:00:00.000,2011-10-10 00:00:00.000,Child
12403,28484,2013-05-22 00:00:00.000,9999-12-31 00:00:00.000,Child
12505,30235,2012-07-09 08:46:42.060,9999-12-31 00:00:00.000,Child
12511,23101,2011-12-31 00:00:00.000,9999-12-31 00:00:00.000,Child
12517,18331,2011-12-23 00:00:00.000,9999-12-31 00:00:00.000,Child
12523,10783,2011-09-20 00:00:00.000,9999-12-31 00:00:00.000,Self
12547,12715,2011-12-12 11:12:17.233,9999-12-31 00:00:00.000,Child
12560,21385,2014-04-07 00:00:00.000,9999-12-31 00:00:00.000,Child
12573,15107,2013-06-19 09:10:46.837,9999-12-31 00:00:00.000,Child
12581,22117,2013-07-15 08:36:35.900,9999-12-31 00:00:00.000,Child
12614,16009,2014-06-17 08:43:18.553,9999-12-31 00:00:00.000,Child
12659,14104,2013-07-03 11:53:24.297,9999-12-31 00:00:00.000,Child
12660,19065,2011-10-03 08:55:52.763,9999-12-31 00:00:00.000,Child
12666,25500,2013-06-19 10:58:03.850,9999-12-31 00:00:00.000,Child
12668,8476,2013-07-16 08:04:41.960,9999-12-31 00:00:00.000,Child
12678,10159,2011-10-14 00:00:00.000,2017-07-21 00:00:00.000,Spouse
12678,30237,2011-10-14 00:00:00.000,2017-07-21 00:00:00.000,Child
12696,22471,2013-08-26 00:00:00.000,9999-12-31 00:00:00.000,Child
12701,6770,2011-10-05 12:34:38.890,9999-12-31 00:00:00.000,Child
12709,6126,2012-05-29 10:51:55.897,9999-12-31 00:00:00.000,Child
12724,20619,2012-03-06 12:11:40.670,9999-12-31 00:00:00.000,Spouse
12725,13160,2011-10-18 08:51:44.467,9999-12-31 00:00:00.000,Child
12733,24100,2012-03-19 15:13:28.717,9999-12-31 00:00:00.000,Spouse
10793,22452,2012-11-29 00:00:00.000,9999-12-31 00:00:00.000,Child
10833,27630,2014-07-10 09:25:11.190,9999-12-31 00:00:00.000,Child
10836,8407,2012-06-04 00:00:00.000,2016-02-24 00:00:00.000,Child
10837,16423,2011-11-10 09:53:29.420,9999-12-31 00:00:00.000,Spouse
10846,23000,2011-11-12 11:25:59.437,9999-12-31 00:00:00.000,Spouse
