EntityID,Date,Childcare,Childcare_d,Education,Education_d,Employment,Employment_d,Financial Literacy,Financial Literacy_d,Food Security,Food Security_d,Health Care/Services,Health Care/Services_d,Housing,Housing_d,Income,Income_d,Nutrition,Nutrition_d,Transportation,Transportation_d
20680,2017-10-04,,,2.0,0.0,3.0,0.0,,,,,,,16.0,0.0,3.0,1.0,,,,
20680,2018-10-01,7.0,5.0,2.0,0.0,3.0,0.0,,,,,,,16.0,0.0,2.0,-1.0,,,,
20681,2019-12-17,7.0,,4.0,,3.0,,,,,,,,5.0,,1.0,,,,1.0,
20681,2020-01-23,7.0,0.0,4.0,0.0,2.0,-1.0,,,,,,,1.0,-4.0,1.0,0.0,,,2.0,1.0
20688,2016-08-17,7.0,,2.0,,7.0,,,,4.0,,,,20.0,,2.0,,,,4.0,
20693,2019-10-01,,,3.0,,8.0,,,,3.0,,,,13.0,,,,4.0,,4.0,
20697,2018-03-19,7.0,,3.0,,3.0,,6.0,,4.0,,3.0,,7.0,,2.0,,3.0,,5.0,
20706,2016-12-09,7.0,,3.0,,5.0,,,,4.0,,,,7.0,,2.0,,,,5.0,
20718,2016-10-13,7.0,,2.0,,8.0,,,,,,,,12.0,,3.0,,,,,
20718,2019-10-01,,,3.0,0.0,8.0,0.0,,,3.0,0.0,,,12.0,0.0,,,3.0,0.0,4.0,0.0
20718,2019-10-02,7.0,0.0,3.0,1.0,8.0,0.0,11.0,,3.0,,3.0,,12.0,0.0,3.0,0.0,3.0,,4.0,
20721,2016-04-22,7.0,,1.0,,3.0,,,,,,,,15.0,,2.0,,,,5.0,
20721,2017-03-16,7.0,0.0,1.0,0.0,2.0,-1.0,,,,,,,15.0,0.0,1.0,-1.0,,,,
20727,2017-01-04,7.0,,3.0,,3.0,,,,3.0,,,,15.0,,2.0,,,,4.0,
20730,2017-01-25,7.0,,4.0,,8.0,,,,,,,,12.0,,4.0,,,,,
20730,2017-03-29,7.0,0.0,4.0,0.0,1.0,-7.0,12.0,,5.0,,4.0,,13.0,1.0,4.0,0.0,4.0,,5.0,
20738,2016-06-14,7.0,,5.0,,2.0,,,,,,,,1.0,,2.0,,,,2.0,
20738,2016-06-22,7.0,0.0,4.0,-1.0,8.0,6.0,,,,,,,1.0,0.0,1.0,-1.0,,,2.0,0.0
20745,2018-12-10,7.0,,4.0,,8.0,,6.0,,5.0,,5.0,,17.0,,5.0,,,,5.0,
20749,2015-10-01,7.0,,2.0,,8.0,,,,,,,,15.0,,2.0,,,,,
20749,2017-10-01,7.0,0.0,2.0,0.0,8.0,0.0,,,,,,,15.0,0.0,2.0,0.0,,,,
20749,2018-10-01,7.0,0.0,2.0,-1.0,1.0,-7.0,,,,,,,12.0,0.0,2.0,0.0,,,,
20749,2018-12-04,7.0,0.0,3.0,1.0,8.0,0.0,,,,,,,12.0,-3.0,2.0,0.0,,,5.0,
20749,2019-10-04,7.0,0.0,2.0,0.0,1.0,0.0,,,,,,,12.0,0.0,2.0,0.0,,,,
20749,2020-12-17,7.0,0.0,4.0,2.0,8.0,7.0,,,,,,,,,2.0,0.0,,,5.0,0.0
20750,2016-03-11,,,4.0,,1.0,,,,3.0,,,,15.0,,1.0,,,,3.0,
20750,2016-04-26,,,4.0,0.0,1.0,0.0,,,2.0,-1.0,,,15.0,0.0,1.0,0.0,,,3.0,0.0
20750,2016-11-01,7.0,,4.0,0.0,2.0,1.0,,,,,,,4.0,-11.0,2.0,1.0,,,3.0,0.0
20754,2016-01-26,7.0,,3.0,,8.0,,,,,,,,3.0,,1.0,,,,,
20754,2017-03-22,7.0,0.0,3.0,0.0,8.0,0.0,,,,,,,13.0,10.0,2.0,1.0,,,,
20754,2017-10-01,7.0,0.0,2.0,-1.0,8.0,0.0,,,,,,,13.0,0.0,2.0,0.0,,,,
20754,2018-03-06,7.0,0.0,2.0,0.0,8.0,0.0,,,,,,,12.0,-1.0,3.0,1.0,,,5.0,
20754,2019-02-06,7.0,0.0,2.0,0.0,8.0,0.0,,,,,,,12.0,0.0,3.0,0.0,,,5.0,0.0
20764,2017-02-09,7.0,,2.0,,7.0,,10.0,,5.0,,3.0,,15.0,,4.0,,,,5.0,
20769,2015-10-01,7.0,,2.0,,8.0,,,,,,,,16.0,,2.0,,,,4.0,
20769,2016-10-01,7.0,0.0,2.0,0.0,8.0,0.0,,,,,,,15.0,-1.0,2.0,0.0,,,,
20769,2017-10-01,7.0,0.0,2.0,0.0,1.0,-7.0,,,,,,,16.0,1.0,2.0,0.0,,,,
20769,2019-09-19,7.0,0.0,2.0,0.0,1.0,0.0,,,3.0,,,,16.0,0.0,2.0,0.0,,,,
20769,2019-10-09,7.0,0.0,2.0,0.0,1.0,0.0,,,,,,,16.0,0.0,2.0,0.0,,,,
20770,2016-04-12,,,4.0,,2.0,,,,3.0,,,,3.0,,1.0,,,,4.0,
20770,2017-07-26,7.0,,4.0,0.0,2.0,0.0,1.0,,3.0,0.0,3.0,,1.0,-2.0,1.0,0.0,3.0,,1.0,-3.0
20773,2016-09-01,7.0,,3.0,,3.0,,,,,,,,7.0,,1.0,,,,4.0,
20773,2017-06-13,7.0,0.0,3.0,0.0,7.0,4.0,,,,,,,1.0,-6.0,1.0,0.0,,,4.0,0.0
20774,2015-10-13,7.0,,4.0,,8.0,,,,,,,,16.0,,4.0,,,,4.0,
20775,2018-08-30,,,2.0,,2.0,,11.0,,4.0,,1.0,,3.0,,1.0,,3.0,,5.0,
20783,2016-01-05,7.0,,3.0,,1.0,,,,,,,,17.0,,2.0,,,,4.0,
20787,2017-01-10,7.0,,5.0,,3.0,,,,,,,,16.0,,1.0,,,,,
20787,2018-09-05,7.0,0.0,2.0,-3.0,2.0,-1.0,,,,,,,1.0,-15.0,1.0,0.0,,,4.0,
20787,2018-11-04,7.0,0.0,5.0,3.0,2.0,0.0,,,,,,,5.0,4.0,1.0,0.0,,,5.0,1.0
20807,2016-01-19,,,2.0,,,,,,,,,,13.0,,2.0,,,,,
20807,2016-01-22,,,,,8.0,,,,,,,,,,,,,,,
20807,2018-11-08,7.0,0.0,4.0,2.0,1.0,-7.0,,,,,,,12.0,0.0,2.0,0.0,,,,
20807,2018-11-27,7.0,,2.0,0.0,8.0,0.0,,,,,,,12.0,-1.0,2.0,0.0,,,4.0,
20807,2019-09-26,7.0,0.0,4.0,0.0,1.0,0.0,,,3.0,,,,13.0,1.0,2.0,0.0,,,,
20813,2017-01-30,,,5.0,,1.0,,,,3.0,,2.0,,15.0,,2.0,,,,5.0,
20813,2018-01-30,7.0,,5.0,0.0,2.0,1.0,,,,,,,5.0,-10.0,1.0,-1.0,,,5.0,0.0
20813,2018-02-06,7.0,0.0,5.0,0.0,2.0,0.0,,,,,,,5.0,0.0,1.0,0.0,,,5.0,0.0
20813,2019-09-23,7.0,0.0,5.0,0.0,3.0,1.0,9.0,,4.0,1.0,3.0,1.0,7.0,2.0,2.0,1.0,5.0,,5.0,0.0
20824,2017-12-01,7.0,,4.0,,4.0,,,,,,,,15.0,,4.0,,,,,
20831,2016-06-17,7.0,0.0,5.0,3.0,2.0,-1.0,,,4.0,,,,3.0,-4.0,2.0,1.0,,,2.0,-1.0
20831,2016-07-18,7.0,,2.0,,4.0,,,,,,,,15.0,,5.0,,,,4.0,
20831,2016-07-29,7.0,0.0,2.0,0.0,3.0,-1.0,,,,,,,7.0,-8.0,1.0,-4.0,,,3.0,-1.0
20831,2017-04-26,7.0,0.0,2.0,-3.0,7.0,5.0,,,,,,,15.0,12.0,6.0,4.0,,,,
20831,2018-10-31,7.0,0.0,2.0,0.0,3.0,-4.0,,,,,,,15.0,0.0,6.0,0.0,,,,
20833,2016-12-28,7.0,,4.0,,8.0,,,,,,,,3.0,,2.0,,,,5.0,
20865,2016-03-17,7.0,,2.0,,3.0,,,,,,,,15.0,,1.0,,,,,
20865,2017-04-03,,,2.0,0.0,2.0,-1.0,11.0,,5.0,,5.0,,15.0,0.0,1.0,0.0,,,5.0,
20878,2019-11-22,7.0,,4.0,,2.0,,11.0,,4.0,,1.0,,3.0,,1.0,,3.0,,3.0,
20887,2017-02-21,7.0,,5.0,,2.0,,,,3.0,,,,15.0,,1.0,,,,3.0,
20890,2018-03-26,,,4.0,,2.0,,11.0,,4.0,,2.0,,3.0,,1.0,,5.0,,4.0,
20896,2019-10-11,7.0,,4.0,,7.0,,9.0,,4.0,,2.0,,15.0,,4.0,,1.0,,1.0,
20897,2015-10-21,7.0,,4.0,,8.0,,,,,,,,13.0,,2.0,,,,3.0,
20897,2016-10-19,7.0,0.0,4.0,0.0,8.0,0.0,,,,,,,13.0,0.0,2.0,0.0,,,,
20897,2017-07-10,7.0,0.0,3.0,-1.0,2.0,-6.0,,,,,,,12.0,-1.0,2.0,0.0,,,4.0,1.0
20897,2017-10-01,7.0,0.0,4.0,1.0,8.0,6.0,,,,,,,13.0,1.0,2.0,0.0,,,,
20897,2018-10-15,7.0,0.0,4.0,1.0,1.0,-7.0,,,,,,,15.0,3.0,2.0,0.0,,,,
20897,2019-06-06,7.0,0.0,3.0,-1.0,8.0,0.0,,,,,,,12.0,-1.0,2.0,0.0,,,4.0,0.0
20897,2020-06-12,7.0,0.0,4.0,0.0,1.0,0.0,,,3.0,,,,2.0,-13.0,2.0,0.0,,,,
20899,2019-05-01,7.0,,5.0,,1.0,,,,,,,,4.0,,1.0,,,,3.0,
20899,2019-07-07,7.0,0.0,4.0,-1.0,5.0,4.0,,,,,,,1.0,-3.0,1.0,0.0,,,1.0,-2.0
20903,2016-01-28,7.0,,1.0,,3.0,,,,,,,,16.0,,3.0,,,,4.0,
20903,2017-02-13,7.0,0.0,4.0,3.0,2.0,-1.0,,,,,,,16.0,0.0,2.0,-1.0,,,,
20903,2019-01-07,7.0,0.0,4.0,0.0,8.0,6.0,,,,,,,16.0,0.0,2.0,0.0,,,,
20903,2019-12-23,7.0,0.0,4.0,0.0,8.0,0.0,,,,,,,16.0,0.0,2.0,0.0,,,,
20904,2016-04-05,,,4.0,,3.0,,,,4.0,,,,15.0,,1.0,,,,5.0,
20906,2015-10-06,7.0,,4.0,,3.0,,,,,,,,15.0,,3.0,,,,4.0,
20906,2016-10-07,7.0,0.0,4.0,0.0,3.0,0.0,,,,,,,15.0,0.0,1.0,-2.0,,,4.0,0.0
20906,2017-10-18,7.0,0.0,4.0,0.0,7.0,4.0,,,,,,,15.0,0.0,4.0,3.0,,,,
20906,2018-10-08,7.0,0.0,4.0,0.0,3.0,-4.0,,,,,,,15.0,0.0,4.0,0.0,,,,
20906,2019-10-03,7.0,0.0,4.0,0.0,3.0,0.0,,,,,,,15.0,0.0,4.0,0.0,,,,
20924,2016-05-17,7.0,,2.0,,7.0,,,,4.0,,,,15.0,,4.0,,,,4.0,
20924,2017-05-18,7.0,0.0,2.0,0.0,7.0,0.0,,,,,,,17.0,2.0,6.0,2.0,,,5.0,1.0
20924,2018-02-27,7.0,0.0,2.0,0.0,8.0,1.0,8.0,,4.0,0.0,4.0,,,,5.0,-1.0,4.0,,4.0,-1.0
20924,2018-04-09,7.0,0.0,2.0,0.0,8.0,0.0,11.0,3.0,4.0,0.0,4.0,0.0,15.0,-2.0,6.0,1.0,,,4.0,0.0
20928,2017-05-16,7.0,,4.0,,3.0,,9.0,,4.0,,5.0,,3.0,,1.0,,3.0,,5.0,
20933,2019-02-05,,,1.0,,2.0,,8.0,,1.0,,4.0,,7.0,,6.0,,5.0,,5.0,
20941,2016-02-24,,,2.0,,3.0,,,,,,,,15.0,,2.0,,,,2.0,
20941,2017-03-17,7.0,,2.0,0.0,5.0,2.0,,,,,,,15.0,0.0,4.0,2.0,,,,
20955,2015-03-26,4.0,,,,,,,,,,,,,,,,,,,
20955,2018-04-03,4.0,0.0,4.0,,7.0,,,,,,,,12.0,,3.0,,,,5.0,
20955,2020-04-16,,,,,,,,,,,,,13.0,1.0,,,,,,
20961,2016-04-04,2.0,,4.0,,7.0,,,,,,,,3.0,,4.0,,,,4.0,
20963,2016-05-27,7.0,,3.0,,7.0,,,,,,,,15.0,,2.0,,,,5.0,
20965,2017-04-11,7.0,,4.0,,5.0,,,,,,,,,,2.0,,,,,
20967,2015-11-16,,,4.0,,5.0,,,,,,,,3.0,,4.0,,,,5.0,
20970,2015-11-10,7.0,,5.0,,8.0,,,,,,,,13.0,,2.0,,,,,
20970,2016-12-20,7.0,0.0,5.0,0.0,1.0,-7.0,,,,,,,13.0,0.0,2.0,0.0,,,,
20970,2017-11-28,7.0,0.0,5.0,0.0,1.0,0.0,,,,,,,13.0,0.0,2.0,0.0,,,,
20970,2018-11-07,7.0,0.0,5.0,0.0,1.0,-7.0,,,,,,,12.0,0.0,2.0,-1.0,,,,
20970,2018-12-11,7.0,0.0,5.0,0.0,8.0,7.0,,,,,,,12.0,-1.0,3.0,1.0,,,2.0,
20970,2019-10-02,7.0,0.0,5.0,0.0,1.0,0.0,,,,,,,12.0,0.0,2.0,0.0,,,,
20970,2021-01-12,7.0,0.0,4.0,-1.0,8.0,7.0,,,,,,,,,2.0,0.0,,,4.0,2.0
20990,2018-05-22,,,3.0,,3.0,,9.0,,4.0,,3.0,,15.0,,3.0,,4.0,,5.0,
20995,2017-11-29,7.0,,4.0,,2.0,,,,,,,,15.0,,1.0,,,,,
20995,2019-10-01,7.0,0.0,4.0,0.0,8.0,6.0,,,,,,,15.0,0.0,2.0,1.0,,,,
20999,2016-05-02,,,4.0,,5.0,,,,1.0,,,,1.0,,1.0,,,,4.0,
21000,2015-11-02,7.0,,1.0,,4.0,,,,,,,,16.0,,2.0,,,,4.0,
21000,2016-10-11,7.0,0.0,1.0,0.0,4.0,0.0,,,,,,,16.0,0.0,4.0,2.0,,,,
21000,2018-02-07,,,1.0,0.0,4.0,0.0,,,,,,,20.0,4.0,2.0,-2.0,,,,
21000,2019-10-09,7.0,0.0,1.0,0.0,4.0,0.0,,,,,,,19.0,-1.0,3.0,1.0,,,,
21005,2016-01-20,5.0,,4.0,,3.0,,,,,,,,15.0,,2.0,,,,4.0,
21010,2016-06-28,7.0,,,,2.0,,,,4.0,,,,,,2.0,,,,4.0,
21010,2017-04-18,7.0,0.0,4.0,,8.0,6.0,,,,,,,12.0,,2.0,0.0,,,,
21016,2019-01-07,4.0,,5.0,,7.0,,12.0,,4.0,,2.0,,7.0,,2.0,,3.0,,5.0,
21017,2020-01-08,7.0,,4.0,,1.0,,11.0,,1.0,,,,,,1.0,,,,,
21019,2018-04-26,,,2.0,,2.0,,,,,,,,12.0,,5.0,,,,,
21021,2016-10-01,7.0,,4.0,,8.0,,,,,,,,20.0,,2.0,,,,,
21021,2018-03-08,7.0,0.0,4.0,0.0,1.0,-7.0,,,,,,,20.0,0.0,2.0,0.0,,,,
21021,2018-10-01,7.0,0.0,4.0,0.0,1.0,0.0,,,,,,,16.0,-4.0,2.0,0.0,,,,
21021,2019-09-16,7.0,0.0,4.0,0.0,1.0,0.0,,,,,,,16.0,0.0,2.0,0.0,,,,
21022,2015-06-09,,,2.0,,2.0,,,,4.0,,,,6.0,,1.0,,,,4.0,
21022,2015-12-11,,,,,3.0,1.0,,,,,,,7.0,1.0,1.0,0.0,,,,
21026,2016-01-25,7.0,,1.0,-1.0,2.0,0.0,,,,,,,1.0,0.0,2.0,0.0,,,4.0,1.0
21026,2016-02-04,7.0,0.0,2.0,,2.0,,,,,,,,1.0,,2.0,,,,3.0,
21027,2015-11-03,,,3.0,,3.0,,,,3.0,,,,7.0,,1.0,,,,3.0,
21031,2016-10-19,4.0,,4.0,,7.0,,,,3.0,,,,20.0,,2.0,,,,4.0,
21031,2017-05-31,2.0,-2.0,3.0,-1.0,2.0,-5.0,,,,,,,8.0,-12.0,1.0,-1.0,,,4.0,0.0
21031,2017-06-09,4.0,2.0,3.0,0.0,2.0,0.0,,,,,,,7.0,-1.0,1.0,0.0,,,5.0,1.0
21031,2019-09-03,2.0,-2.0,3.0,0.0,3.0,1.0,11.0,,4.0,1.0,3.0,,20.0,13.0,2.0,1.0,5.0,,3.0,-2.0
21049,2018-05-22,,,4.0,,7.0,,,,,,,,,,1.0,,,,,
21053,2015-11-19,7.0,,4.0,,8.0,,,,,,,,16.0,,2.0,,,,,
21053,2016-09-06,7.0,0.0,4.0,0.0,8.0,0.0,,,,,,,20.0,4.0,2.0,0.0,,,,
21053,2016-11-18,7.0,0.0,4.0,0.0,8.0,0.0,,,,,,,16.0,-4.0,2.0,0.0,,,,
21053,2017-10-01,7.0,0.0,4.0,0.0,1.0,-7.0,,,,,,,16.0,0.0,2.0,0.0,,,,
21053,2018-11-19,7.0,0.0,4.0,0.0,1.0,0.0,,,,,,,16.0,0.0,2.0,0.0,,,,
21053,2020-07-14,7.0,0.0,4.0,0.0,1.0,0.0,,,3.0,,,,16.0,0.0,2.0,0.0,,,,
21062,2016-06-28,7.0,,2.0,,2.0,,,,,,,,5.0,,1.0,,,,5.0,
21062,2016-07-12,7.0,0.0,2.0,0.0,2.0,0.0,,,,,,,5.0,0.0,1.0,0.0,,,2.0,-3.0
21062,2017-10-09,7.0,0.0,2.0,0.0,2.0,0.0,,,,,,,1.0,-4.0,1.0,0.0,,,2.0,0.0
21062,2018-06-18,7.0,0.0,2.0,0.0,2.0,0.0,4.0,,1.0,,4.0,,7.0,6.0,1.0,0.0,3.0,,3.0,1.0
21062,2018-08-09,7.0,0.0,2.0,0.0,2.0,0.0,,,,,,,3.0,-4.0,1.0,0.0,,,3.0,0.0
21062,2020-01-07,7.0,0.0,2.0,0.0,2.0,0.0,,,,,,,15.0,12.0,,,,,,
21068,2018-06-18,7.0,,2.0,,2.0,,,,,,,,13.0,,2.0,,,,4.0,
21068,2019-05-02,7.0,0.0,2.0,0.0,8.0,6.0,,,,,,,13.0,0.0,3.0,1.0,,,4.0,0.0
21070,2015-10-09,7.0,,4.0,,3.0,,,,,,,,15.0,,,,,,,
21075,2017-04-27,7.0,,4.0,,8.0,,,,,,,,12.0,,2.0,,,,,
21076,2015-11-19,7.0,,2.0,,7.0,,,,,,,,16.0,,4.0,,,,5.0,
21076,2016-10-27,7.0,0.0,2.0,0.0,7.0,0.0,,,,,,,16.0,0.0,4.0,0.0,,,,
21076,2018-02-07,,,,,,,,,,,,,20.0,4.0,,,,,,
21076,2018-10-31,7.0,0.0,2.0,0.0,7.0,0.0,,,,,,,16.0,-4.0,2.0,-2.0,,,,
21076,2019-10-07,7.0,0.0,2.0,0.0,5.0,-2.0,,,,,,,20.0,4.0,4.0,2.0,,,,
21078,2019-03-05,7.0,,3.0,,8.0,,8.0,,4.0,,4.0,,17.0,,6.0,,,,5.0,
21088,2019-10-02,,,2.0,,1.0,,,,3.0,,,,13.0,,,,3.0,,3.0,
21104,2014-12-31,7.0,,2.0,,8.0,,,,,,,,16.0,,2.0,,,,,
21109,2014-10-25,,,4.0,,2.0,,,,,,,,,,,,,,5.0,
21109,2016-12-09,7.0,,4.0,0.0,2.0,0.0,,,,,,,1.0,,1.0,,,,3.0,-2.0
21110,2016-01-28,,,3.0,,1.0,,,,3.0,,,,3.0,,1.0,,,,5.0,
21118,2015-10-13,,,4.0,,7.0,,,,,,,,13.0,,1.0,,,,,
21118,2016-10-13,7.0,,4.0,0.0,3.0,-4.0,,,,,,,13.0,0.0,1.0,0.0,,,,
21118,2017-10-10,7.0,3.0,4.0,-1.0,2.0,0.0,,,,,,,13.0,1.0,1.0,0.0,,,,
21118,2018-05-08,4.0,-3.0,5.0,1.0,2.0,-1.0,,,,,,,12.0,-1.0,1.0,0.0,,,5.0,
21118,2018-11-29,7.0,0.0,5.0,1.0,5.0,3.0,9.0,,3.0,,5.0,,12.0,-1.0,2.0,1.0,4.0,,5.0,0.0
21118,2019-04-08,4.0,-3.0,5.0,0.0,7.0,2.0,,,,,,,12.0,0.0,4.0,2.0,,,5.0,0.0
21118,2019-11-15,7.0,3.0,4.0,-1.0,2.0,-5.0,,,,,,,12.0,0.0,1.0,-3.0,,,,
21125,2015-10-13,7.0,,4.0,,3.0,,,,,,,,15.0,,2.0,,,,,
21129,2016-03-08,,,4.0,,3.0,,,,3.0,,,,3.0,,1.0,,,,5.0,
21139,2020-01-07,,,1.0,,7.0,,11.0,,,,5.0,,9.0,,2.0,,5.0,,5.0,
21141,2015-11-12,,,4.0,,2.0,,,,2.0,,,,17.0,,2.0,,,,4.0,
21142,2017-04-03,7.0,,4.0,,8.0,,11.0,,4.0,,5.0,,13.0,,6.0,,,,3.0,
21146,2017-07-11,7.0,,5.0,,2.0,,,,,,,,12.0,,4.0,,,,4.0,
21146,2019-06-12,7.0,0.0,5.0,0.0,8.0,6.0,,,,,,,12.0,0.0,4.0,0.0,,,4.0,0.0
21147,2014-10-16,7.0,,4.0,,2.0,,,,,,,,1.0,,,,,,5.0,
21147,2016-12-12,,,,,6.0,4.0,,,,,,,5.0,4.0,,,,,5.0,0.0
21147,2018-11-15,7.0,0.0,4.0,0.0,2.0,0.0,,,,,,,5.0,0.0,1.0,0.0,,,5.0,2.0
21147,2019-05-12,7.0,0.0,4.0,0.0,8.0,6.0,,,,,,,1.0,-4.0,,,,,5.0,0.0
21149,2015-11-13,,,4.0,,,,,,,,,,3.0,,2.0,,,,2.0,
21153,2017-04-24,7.0,,4.0,,3.0,,,,,,,,7.0,,3.0,,,,4.0,
21153,2018-08-31,7.0,0.0,4.0,0.0,2.0,-1.0,,,,,,,3.0,-4.0,1.0,-2.0,,,5.0,1.0
21156,2017-09-28,7.0,,4.0,,7.0,,,,,,,,1.0,,6.0,,,,5.0,
21159,2017-11-17,7.0,,4.0,,3.0,,11.0,,3.0,,3.0,,8.0,,1.0,,2.0,,4.0,
21164,2018-08-06,7.0,,3.0,,3.0,,,,,,,,13.0,,1.0,,,,3.0,
21181,2018-04-30,4.0,,4.0,,3.0,,,,,,,,5.0,,2.0,,,,2.0,
21181,2018-05-02,4.0,0.0,4.0,0.0,3.0,0.0,,,,,,,1.0,-4.0,2.0,0.0,,,4.0,2.0
21181,2019-03-05,7.0,3.0,3.0,-1.0,2.0,-1.0,,,,,,,15.0,14.0,1.0,-1.0,,,4.0,0.0
21189,2016-02-08,2.0,,4.0,,6.0,,,,,,,,15.0,,,,,,5.0,
21194,2017-02-23,,,3.0,,2.0,,,,4.0,,3.0,,12.0,,1.0,,,,5.0,
21197,2017-05-18,7.0,,5.0,,3.0,,,,,,,,20.0,,2.0,,,,,
21203,2019-02-01,7.0,,4.0,,6.0,,,,,,,,20.0,,6.0,,,,,
21204,2016-09-13,,,5.0,,3.0,,,,4.0,,,,17.0,,1.0,,,,5.0,
21204,2018-11-01,7.0,,5.0,0.0,7.0,0.0,,,,,,,5.0,4.0,2.0,0.0,,,5.0,0.0
21204,2018-11-20,,,5.0,0.0,7.0,4.0,5.0,,1.0,-3.0,,,1.0,-16.0,2.0,1.0,,,,
21204,2019-05-08,7.0,0.0,5.0,0.0,3.0,-4.0,,,,,,,1.0,-4.0,,,,,3.0,-2.0
21204,2019-11-15,7.0,0.0,5.0,0.0,3.0,0.0,,,,,,,1.0,0.0,4.0,2.0,,,4.0,1.0
21207,2015-10-13,,,4.0,,2.0,,,,,,,,1.0,,1.0,,,,2.0,
21207,2015-12-02,7.0,,4.0,0.0,2.0,0.0,,,,,,,1.0,0.0,1.0,0.0,,,2.0,0.0
21207,2015-12-12,,,,,,,,,,,,,5.0,4.0,,,,,,
21207,2016-03-31,,,,,,,,,,,,,1.0,0.0,,,,,,
21207,2016-07-11,7.0,0.0,4.0,0.0,2.0,0.0,,,,,,,1.0,-4.0,1.0,0.0,,,2.0,0.0
21219,2015-12-09,7.0,,5.0,,8.0,,,,,,,,16.0,,6.0,,,,5.0,
21224,2016-04-04,,,2.0,,8.0,,,,3.0,,,,20.0,,5.0,,,,5.0,
21226,2017-11-16,2.0,,4.0,,3.0,,12.0,,4.0,,5.0,,13.0,,1.0,,,,5.0,
21227,2017-02-01,7.0,,,,2.0,,,,4.0,,,,3.0,,,,,,,
21227,2017-02-14,,,,,,,,,,,,,,,,,,,3.0,
21231,2018-02-14,,,4.0,,7.0,,,,,,,,17.0,,4.0,,,,,
21234,2016-11-16,,,3.0,,3.0,,,,4.0,,,,7.0,,5.0,,,,3.0,
21234,2017-03-01,2.0,,4.0,1.0,2.0,-1.0,,,,,,,15.0,8.0,1.0,-4.0,,,,
21241,2015-11-30,7.0,,4.0,,2.0,,,,,,,,16.0,,1.0,,,,,
21246,2016-01-14,7.0,,4.0,,3.0,,,,,,,,15.0,,,,,,3.0,
21251,2019-04-08,,,4.0,,1.0,,10.0,,3.0,,,,,,3.0,,,,,
21254,2014-07-15,7.0,,1.0,,2.0,,,,,,,,17.0,,5.0,,,,5.0,
21261,2015-09-26,7.0,,3.0,,2.0,,,,,,,,1.0,,,,,,1.0,
21261,2015-10-08,7.0,0.0,3.0,0.0,2.0,0.0,,,,,,,9.0,6.0,1.0,0.0,,,3.0,0.0
21261,2016-09-08,7.0,0.0,3.0,0.0,2.0,0.0,,,,,,,5.0,4.0,3.0,,,,3.0,2.0
21261,2016-11-30,7.0,0.0,3.0,0.0,2.0,0.0,,,,,,,3.0,-2.0,1.0,-2.0,,,3.0,0.0
21263,2015-11-02,,,4.0,,8.0,,,,,,,,16.0,,2.0,,,,,
21277,2015-09-01,7.0,,4.0,,8.0,,,,,,,,15.0,,1.0,,,,3.0,
21281,2016-01-25,7.0,,5.0,,8.0,,,,,,,,16.0,,2.0,,,,,
21281,2017-01-30,7.0,0.0,5.0,0.0,8.0,0.0,,,,,,,16.0,0.0,2.0,0.0,,,,
21281,2017-12-16,7.0,0.0,5.0,0.0,8.0,0.0,,,,,,,16.0,0.0,2.0,0.0,,,,
21281,2018-11-24,7.0,0.0,,,8.0,0.0,,,,,,,16.0,0.0,2.0,0.0,,,,
21281,2019-10-03,7.0,0.0,5.0,0.0,8.0,0.0,,,,,,,16.0,0.0,2.0,0.0,,,,
21289,2019-10-03,,,4.0,,1.0,,,,4.0,,,,13.0,,,,1.0,,2.0,
21299,2017-10-18,7.0,0.0,4.0,2.0,8.0,7.0,,,,,,,15.0,1.0,3.0,-1.0,,,,
21299,2018-02-06,7.0,,4.0,,8.0,,11.0,,4.0,,4.0,,15.0,,3.0,,4.0,,1.0,
21299,2018-03-28,7.0,0.0,2.0,-2.0,1.0,-7.0,11.0,0.0,,,4.0,0.0,14.0,-1.0,4.0,1.0,3.0,-1.0,2.0,1.0
21299,2018-10-01,7.0,0.0,4.0,0.0,8.0,0.0,,,,,,,15.0,0.0,3.0,0.0,,,,
21299,2019-10-04,7.0,0.0,4.0,0.0,8.0,0.0,,,3.0,-1.0,,,15.0,0.0,3.0,0.0,,,,
21302,2018-11-14,7.0,,4.0,,1.0,,11.0,,2.0,,4.0,,9.0,,1.0,,3.0,,5.0,
21322,2015-10-13,,,3.0,,7.0,,,,,,,,15.0,,4.0,,,,5.0,
21336,2018-06-27,7.0,,3.0,,7.0,,,,,,,,7.0,,3.0,,,,2.0,
21347,2016-07-26,,,4.0,,5.0,,,,2.0,,,,15.0,,3.0,,,,4.0,
21350,2015-09-17,2.0,,4.0,,2.0,,,,,,,,15.0,,1.0,,,,3.0,
21350,2015-10-15,4.0,-1.0,4.0,0.0,2.0,1.0,,,,,,,15.0,7.0,1.0,0.0,,,3.0,0.0
21350,2015-10-16,5.0,3.0,4.0,0.0,1.0,-1.0,,,,,,,8.0,-7.0,1.0,0.0,,,3.0,0.0
21350,2016-01-31,5.0,1.0,4.0,0.0,7.0,5.0,,,,,,,15.0,0.0,4.0,3.0,,,3.0,0.0
21350,2016-07-01,6.0,1.0,4.0,0.0,7.0,0.0,,,3.0,,,,7.0,-8.0,2.0,-2.0,,,3.0,0.0
